0,1,2,3,4,5,6,label
5.68358,5.7,1.9,0.3,49.0,6.0,189.0,1.79176
7.58274,3.4,6.9,-0.1,194.9,11.0,548.0,4.11087
8.01434,10.1,2.4,-0.3,44.0,17.0,189.0,3.3673
7.65539,-2.4,2.6,0.7,78.3,18.0,398.0,4.44265
7.83716,0.2,4.5,0.0,80.0,7.0,157.0,2.77259
6.9921,-15.0,3.3,0.6,66.0,23.0,462.0,3.71357
8.08209,5.2,7.2,-1.3,202.7,14.0,537.0,5.17048
7.85554,4.1,3.4,0.1,79.0,7.0,170.0,3.09104
7.68064,6.3,9.4,0.2,248.0,16.0,160.0,2.70805
7.5438,8.7,4.0,-1.2,216.3,14.0,538.0,4.11087
8.30598,2.4,4.2,-0.7,65.1,8.0,556.0,4.79579
5.95324,-5.3,1.0,2.2,60.0,9.0,77.0,2.3979
6.2634,2.5,4.3,-0.1,79.0,24.0,69.0,2.99573
8.25036,9.3,5.4,-0.8,213.0,16.0,212.0,3.13549
7.61776,-5.6,3.1,-0.5,77.4,11.0,519.0,3.43399
7.44425,5.6,7.0,1.0,248.1,12.0,471.0,3.4012
7.87169,-1.7,0.5,0.0,218.0,18.0,51.0,3.09104
7.64492,-5.6,4.9,-0.1,56.7,7.0,409.0,4.45435
7.46851,-3.5,0.7,0.2,165.1,20.0,520.0,4.18965
8.18256,-11.2,3.7,0.2,78.0,16.0,96.0,3.73767
5.10595,-11.9,0.6,0.8,286.5,4.0,489.0,4.20469
5.79301,2.1,2.6,3.1,241.0,1.0,32.0,2.56495
7.14125,1.0,4.5,1.3,232.0,21.0,145.0,2.56495
7.69303,8.8,3.6,-2.5,85.4,12.0,547.0,4.85981
7.23056,-4.6,6.5,0.1,80.0,21.0,122.0,5.25227
6.0845,-5.8,2.0,-0.3,107.5,1.0,518.0,2.63906
5.72031,1.0,1.8,0.6,92.0,3.0,76.0,3.13549
6.81892,0.1,1.7,-0.1,214.0,11.0,112.0,1.94591
5.67332,-1.9,0.9,3.7,109.2,5.0,397.0,3.4012
8.26178,1.0,3.4,1.3,248.0,8.0,43.0,4.72739
5.92959,2.1,3.8,0.5,64.2,1.0,531.0,3.3673
7.53262,6.1,2.5,-0.1,182.5,21.0,572.0,3.2581
8.11761,0.2,0.8,0.9,11.0,16.0,113.0,3.73767
7.98446,1.9,5.8,0.2,9.0,9.0,80.0,1.79176
7.7463,11.8,6.0,-0.7,212.7,14.0,582.0,4.06044
8.19229,-4.4,1.5,0.5,87.9,8.0,423.0,3.91202
6.43294,1.9,2.4,0.1,133.0,24.0,62.0,0.69315
5.2832,8.6,1.8,1.5,242.0,3.0,34.0,1.60944
8.22336,9.1,9.4,-0.5,39.4,16.0,556.0,4.46591
7.68983,13.0,0.3,0.4,114.0,22.0,602.0,3.17805
6.70564,1.8,0.8,0.1,269.0,6.0,141.0,2.89037
7.58426,4.0,3.1,-1.7,103.7,12.0,554.0,4.17439
8.04943,-7.8,0.6,-0.1,177.0,17.0,95.0,3.73767
7.72886,8.7,5.5,-0.4,132.3,14.0,573.0,4.00733
7.51806,-4.9,4.1,-0.2,73.8,13.0,436.0,3.04452
7.58172,-8.8,8.1,-0.1,53.0,18.0,90.0,2.63906
8.28425,2.9,3.3,0.8,22.1,17.0,397.0,4.11087
8.01731,0.4,3.9,0.7,67.4,18.0,507.0,4.47734
7.67786,-0.7,4.3,-0.4,59.0,13.0,151.0,3.17805
7.8598,4.2,2.7,1.1,230.7,18.0,526.0,3.3322
4.79579,2.7,2.8,0.2,187.0,4.0,131.0,0.69315
7.66528,7.4,0.9,-0.2,55.0,13.0,184.0,4.58497
4.36945,0.6,4.6,0.1,350.0,3.0,171.0,0.69315
7.5251,6.0,3.5,-0.2,78.1,21.0,571.0,3.4012
7.73849,1.6,1.6,0.3,211.3,21.0,525.0,2.07944
7.62071,3.4,5.9,-0.6,45.0,13.0,164.0,4.55388
5.39363,3.3,1.7,-0.1,187.0,4.0,202.0,3.21888
5.87774,-5.4,5.1,-0.2,72.2,2.0,441.0,2.77259
5.8522,4.2,1.7,1.0,175.0,5.0,587.0,3.29584
8.02027,2.0,6.0,-0.1,152.0,18.0,61.0,3.3322
7.23706,-14.2,1.4,-0.1,238.1,18.0,457.0,4.02535
7.83281,9.4,2.9,-0.3,248.4,15.0,540.0,4.38203
4.60517,1.5,1.1,0.2,233.7,3.0,480.0,2.99573
8.11073,0.6,6.8,0.3,10.0,8.0,54.0,3.55535
7.57917,2.5,3.0,-0.2,83.0,13.0,64.0,3.2581
8.31361,-0.3,3.0,-0.8,71.8,8.0,554.0,4.47734
4.86753,1.4,0.7,1.5,79.4,4.0,563.0,4.06044
7.50879,-0.7,4.0,-0.5,65.1,11.0,507.0,3.21888
6.51323,-8.1,0.7,1.2,111.0,24.0,143.0,4.46591
6.6107,-13.1,3.5,0.0,83.0,9.0,97.0,3.13549
4.70048,6.3,6.0,0.9,219.2,2.0,586.0,2.30259
6.94986,-3.8,0.7,-0.2,258.0,23.0,74.0,3.61092
5.72685,-3.6,0.8,4.0,302.4,5.0,470.0,3.13549
8.16337,-1.1,1.5,-0.2,157.4,16.0,521.0,3.89182
7.7012,15.8,3.9,-0.4,119.5,15.0,595.0,3.21888
4.45435,-5.1,3.4,0.4,58.4,3.0,507.0,3.17805
8.28248,8.5,3.1,-0.7,238.0,8.0,205.0,3.73767
8.05833,-2.1,4.1,-0.2,82.0,8.0,114.0,2.3979
7.90027,1.5,0.5,-0.6,99.2,13.0,509.0,3.68888
7.34148,3.0,0.8,0.6,86.0,21.0,32.0,4.26268
7.90027,-12.6,2.2,0.2,77.8,19.0,488.0,4.94164
7.65917,3.0,3.1,-0.1,221.0,14.0,169.0,3.29584
5.60947,-5.2,2.9,0.1,60.0,2.0,90.0,2.07944
7.15227,3.5,0.9,0.2,265.0,22.0,169.0,2.19722
5.42495,2.8,1.3,0.0,75.8,2.0,404.0,2.07944
7.8071,6.5,4.3,-1.1,44.0,11.0,173.0,4.54329
7.94839,2.5,3.6,-0.1,54.7,16.0,574.0,2.07944
8.34069,6.3,4.2,-0.1,76.0,16.0,166.0,4.36945
7.54062,-1.4,1.7,-0.2,86.0,12.0,51.0,3.97029
5.89164,1.7,1.1,2.4,173.1,1.0,533.0,3.98898
7.52402,2.4,7.9,-0.1,43.5,21.0,557.0,2.99573
6.43294,-0.1,1.6,-0.2,75.0,22.0,55.0,3.52636
7.50219,3.1,1.7,0.3,269.0,12.0,69.0,2.99573
8.04045,12.9,8.3,-1.1,357.5,14.0,551.0,5.39363
7.31986,-13.4,3.8,0.1,75.0,11.0,448.0,3.63759
5.43372,0.7,3.9,0.1,182.9,2.0,491.0,2.30259
7.94058,2.4,1.0,0.4,110.7,7.0,533.0,4.92725
8.17808,-1.3,5.6,-0.2,46.0,17.0,149.0,2.94444
7.65728,-6.3,4.0,-0.1,51.6,19.0,408.0,2.70805
7.56164,3.5,1.8,0.0,71.2,21.0,576.0,2.07944
7.98752,0.0,4.0,-0.3,78.5,9.0,430.0,3.4012
7.63143,11.8,2.4,-1.5,232.5,14.0,535.0,5.05625
7.63192,5.8,1.9,-3.1,260.8,12.0,541.0,4.93447
7.6324,3.1,4.7,-0.1,48.0,12.0,576.0,2.56495
7.9248,1.4,2.1,0.0,221.0,17.0,525.0,3.04452
4.30407,0.8,3.1,1.6,77.0,3.0,50.0,1.38629
7.67555,6.8,9.9,-0.2,249.0,15.0,160.0,2.77259
7.1025,1.3,8.0,0.0,61.6,23.0,557.0,3.91202
7.95437,6.8,1.5,-0.6,124.9,7.0,585.0,4.35671
7.87474,-6.8,1.0,0.0,207.0,15.0,84.0,3.4012
7.85166,10.5,4.4,-0.9,69.0,15.0,198.0,4.02535
8.26049,3.8,5.2,0.0,222.0,8.0,163.0,3.73767
7.7411,-12.8,3.6,0.1,68.4,14.0,460.0,2.94444
5.24702,1.3,0.8,1.1,72.3,5.0,563.0,4.09434
5.24175,-4.2,1.4,3.6,230.0,2.0,155.0,3.04452
7.55224,-0.6,2.5,-0.1,75.0,13.0,111.0,3.17805
7.96242,-6.1,5.2,0.4,27.0,18.0,82.0,2.56495
6.85751,5.1,5.5,0.1,230.0,10.0,126.0,2.63906
8.1191,0.8,3.0,-0.1,78.0,17.0,65.0,3.09104
8.00068,-4.4,3.7,-0.1,78.0,14.0,68.0,3.4012
4.11087,-6.5,2.1,-0.1,68.2,5.0,451.0,2.19722
4.81218,-3.7,0.9,-0.1,281.3,4.0,513.0,3.7612
6.42811,0.7,2.9,1.4,229.6,24.0,473.0,2.77259
4.95583,-5.7,3.3,0.6,72.0,2.0,401.0,3.4012
6.16121,8.4,3.3,0.7,80.5,24.0,564.0,3.61092
6.55251,-0.2,2.8,0.7,71.0,23.0,72.0,3.3673
5.1299,-1.9,4.5,0.4,17.0,2.0,40.0,0.69315
5.18739,-7.3,1.9,0.5,85.0,3.0,118.0,2.94444
7.91608,0.1,2.1,2.0,77.0,18.0,49.0,4.17439
7.33954,-5.9,2.9,0.2,64.6,22.0,406.0,2.83321
7.0076,4.7,5.6,0.0,69.0,23.0,211.0,3.04452
7.87664,4.2,4.4,0.6,189.8,15.0,472.0,3.2581
7.23778,2.1,5.4,0.1,159.0,21.0,61.0,3.21888
7.64348,-0.5,2.1,-2.0,247.8,14.0,513.0,4.23411
7.08339,-3.7,1.1,0.1,192.0,22.0,101.0,4.81218
7.95718,6.5,6.2,-0.1,210.8,18.0,547.0,4.39445
6.42162,2.1,4.1,0.7,260.0,24.0,43.0,2.63906
7.29029,-3.1,1.0,-0.2,211.0,21.0,102.0,3.2581
5.42495,-12.8,0.8,1.2,55.0,6.0,91.0,1.94591
7.29029,3.8,4.3,0.5,210.0,22.0,105.0,2.94444
7.52348,3.4,6.0,0.2,191.0,14.0,482.0,2.56495
5.63479,-4.2,2.1,1.1,91.0,2.0,68.0,3.21888
7.97694,-1.7,5.2,0.0,76.0,8.0,124.0,2.77259
7.78197,5.4,3.6,-1.1,44.0,10.0,173.0,4.61512
5.743,3.4,4.9,0.7,243.0,2.0,140.0,1.60944
5.743,-0.2,5.6,0.2,16.6,2.0,553.0,2.07944
5.62762,2.1,1.5,2.0,227.8,5.0,533.0,3.8712
7.85477,-12.5,3.2,0.2,82.1,15.0,456.0,3.17805
7.56941,-4.1,4.3,-0.1,44.7,14.0,409.0,3.58352
7.08087,-9.8,0.5,0.2,131.0,21.0,83.0,4.68213
7.43603,-4.9,4.7,-0.1,79.6,21.0,441.0,2.56495
6.11368,-5.2,3.5,0.0,59.0,1.0,90.0,2.30259
7.97488,-1.6,3.5,0.5,34.5,18.0,480.0,3.55535
6.69084,6.4,1.2,0.0,188.0,6.0,207.0,3.46574
7.79523,2.0,2.8,1.6,242.0,18.0,127.0,2.48491
5.21494,-8.5,1.5,2.8,279.0,10.0,93.0,4.21951
7.65112,3.6,7.6,0.5,199.3,17.0,482.0,2.30259
6.12905,0.4,0.8,0.1,297.0,7.0,524.0,2.70805
8.08979,1.2,3.6,0.1,63.9,15.0,411.0,2.99573
5.76519,-3.5,3.2,0.0,240.2,2.0,504.0,2.48491
8.06401,3.6,2.3,-0.3,9.4,9.0,549.0,3.13549
7.39265,-14.9,1.9,0.8,65.0,20.0,91.0,4.15888
6.43294,1.0,2.5,-0.2,75.0,10.0,70.0,1.79176
7.62462,-1.7,1.6,-0.1,172.0,19.0,51.0,3.29584
5.22036,3.4,1.1,1.4,89.0,6.0,565.0,2.83321
6.35611,6.9,7.0,0.8,220.0,24.0,34.0,3.52636
4.47734,-4.8,2.5,0.4,84.0,3.0,101.0,3.2581
6.50279,4.2,3.9,0.6,78.0,24.0,197.0,3.98898
6.88959,1.5,4.0,0.1,240.4,22.0,523.0,1.60944
7.32909,-2.9,1.9,1.7,337.8,19.0,468.0,3.49651
7.3601,-8.2,4.7,-0.2,76.5,11.0,408.0,3.17805
7.77107,7.0,3.1,-0.3,73.0,10.0,185.0,4.67283
6.16121,8.1,1.9,-0.1,211.9,1.0,578.0,3.43399
7.97281,3.7,4.2,0.2,172.0,9.0,128.0,2.07944
7.90323,0.7,2.1,1.3,207.1,18.0,473.0,3.29584
8.16223,0.4,8.6,0.1,34.0,17.0,39.0,2.30259
4.83628,-10.4,1.9,1.1,75.0,7.0,86.0,2.07944
4.91998,6.5,4.5,0.4,206.0,2.0,57.0,0.69315
7.47591,9.0,4.6,-0.9,208.7,10.0,587.0,3.13549
7.52941,10.1,1.1,-3.1,255.0,11.0,188.0,3.82864
7.88796,-0.3,1.7,0.4,26.9,15.0,416.0,3.8712
4.47734,-4.4,2.6,0.8,85.0,4.0,38.0,2.99573
7.73281,1.7,1.5,1.1,345.0,19.0,158.0,3.2581
6.93245,-3.2,0.8,-0.1,260.0,22.0,68.0,3.3322
7.65634,-5.9,3.1,-0.1,77.0,16.0,85.0,3.49651
7.0193,3.7,3.6,0.1,195.0,22.0,107.0,1.94591
8.0762,9.9,2.2,0.0,92.0,16.0,177.0,4.57471
7.90175,7.4,4.3,-0.3,178.0,18.0,190.0,3.91202
6.89669,5.1,2.5,0.7,80.0,23.0,197.0,3.80666
4.30407,3.2,1.5,0.4,75.0,3.0,194.0,3.93183
5.15906,0.0,4.3,0.1,102.7,3.0,477.0,2.48491
7.82764,-5.6,6.1,-0.2,79.5,17.0,441.0,3.13549
7.02554,0.7,2.4,-0.2,232.5,23.0,542.0,2.94444
7.90175,15.1,2.9,0.2,113.9,19.0,567.0,3.4012
5.73334,-2.2,4.3,-0.1,72.0,5.0,124.0,1.94591
5.34711,-3.8,2.7,-0.2,80.5,3.0,511.0,3.17805
7.58477,4.2,6.5,0.4,214.3,11.0,474.0,3.21888
6.84055,-13.1,4.8,-0.2,52.8,11.0,462.0,2.63906
7.55381,-0.2,3.9,-0.2,79.6,12.0,430.0,3.3322
4.78749,1.5,3.2,0.1,153.0,4.0,61.0,2.70805
6.86485,0.8,1.5,-0.1,231.5,23.0,540.0,3.78419
7.81197,-6.6,2.2,1.3,87.0,7.0,122.0,3.78419
7.89469,2.1,4.0,-0.1,47.8,14.0,574.0,1.60944
7.76132,1.7,2.9,-0.1,81.0,14.0,60.0,3.3673
6.07764,-4.1,5.4,-0.1,66.5,1.0,427.0,3.04452
7.80954,18.2,3.7,-2.7,250.7,15.0,568.0,4.45435
5.4848,2.2,2.0,1.9,253.8,5.0,473.0,1.94591
5.27811,-7.8,4.6,-0.1,71.5,19.0,450.0,2.63906
7.76684,-5.4,3.0,-0.2,77.0,14.0,85.0,3.3322
5.5835,-4.5,4.1,0.3,59.4,1.0,507.0,3.43399
7.86634,8.0,6.1,0.1,197.0,19.0,212.0,3.89182
8.19644,2.7,3.8,0.2,139.0,8.0,128.0,2.19722
7.59186,-5.6,3.9,-0.2,41.0,13.0,116.0,4.59512
5.54126,4.6,0.9,0.5,108.0,5.0,190.0,3.49651
7.55799,12.0,4.4,0.2,274.2,20.0,584.0,2.83321
6.51471,4.4,2.0,0.7,205.0,6.0,33.0,2.19722
6.21461,4.5,3.5,0.0,55.0,9.0,196.0,2.89037
6.63988,0.2,0.5,1.4,84.8,24.0,483.0,3.4012
