0,1,2,3,4,5,6,label
7.23634,5.0,3.5,-0.1,62.0,23.0,196.0,2.62467
7.98718,-1.6,5.3,0.6,227.0,18.0,81.0,3.99268
7.41156,3.3,6.8,1.0,197.2,20.0,472.0,3.95316
7.91681,-9.1,1.6,0.6,21.0,14.0,83.0,3.89589
7.84463,-0.1,1.0,1.8,174.0,18.0,50.0,5.115
4.68213,-7.6,4.4,0.1,66.2,3.0,407.0,2.11626
8.21311,1.1,9.3,0.1,213.9,17.0,481.0,3.71113
6.1506,-0.6,1.3,1.2,337.0,7.0,146.0,4.3399
6.29342,5.6,4.3,0.0,98.0,1.0,211.0,2.00148
5.8944,-1.0,1.9,2.7,164.0,1.0,397.0,4.2312
6.57088,5.5,0.8,0.1,89.0,6.0,206.0,3.96651
8.3163,6.3,1.2,1.3,265.0,17.0,33.0,4.14155
7.83003,9.5,0.8,0.1,110.7,19.0,597.0,4.21065
8.26178,1.0,3.4,1.3,248.0,8.0,43.0,4.54223
5.47227,-3.8,3.6,1.9,76.7,6.0,469.0,3.9279
6.53088,-4.2,3.8,0.1,64.3,8.0,503.0,2.93916
7.0775,4.9,4.9,-0.1,229.0,11.0,126.0,2.5177
4.77912,-3.7,0.9,-0.1,311.0,2.0,513.0,3.39786
5.7462,-6.4,5.1,-0.1,82.0,6.0,118.0,3.19458
4.77912,-1.0,1.1,2.3,291.0,3.0,36.0,3.82864
5.47646,-1.0,4.4,0.4,5.8,5.0,553.0,1.335
7.87131,5.9,1.3,-0.1,85.0,9.0,184.0,4.44852
7.19519,-2.5,5.0,0.0,66.3,22.0,427.0,3.71601
4.89035,-4.1,6.3,-0.1,45.1,6.0,455.0,1.79176
7.82724,-10.1,1.7,0.6,70.8,7.0,443.0,4.75617
5.71043,-2.1,1.0,0.5,211.0,6.0,55.0,3.88773
4.80402,2.8,5.0,-0.1,80.0,4.0,186.0,2.95491
7.93164,14.2,8.1,-2.1,209.1,14.0,577.0,4.31482
8.17527,-3.9,2.8,0.3,52.4,16.0,486.0,4.12066
5.76205,0.1,0.4,0.2,145.0,2.0,112.0,3.37759
7.02909,-16.2,2.6,0.9,73.0,22.0,91.0,3.99083
7.62217,-3.4,2.9,1.7,213.0,20.0,81.0,4.11087
7.17396,-7.0,7.8,-0.1,49.0,11.0,90.0,3.01062
7.5475,-8.0,0.3,-0.2,289.0,14.0,95.0,4.10759
5.52943,-1.5,7.5,0.3,3.0,5.0,40.0,2.54945
5.86079,6.5,3.6,0.1,49.0,2.0,196.0,1.50408
7.32778,-4.9,4.6,0.3,359.0,21.0,116.0,3.57235
8.1778,-4.2,1.4,0.2,86.0,16.0,101.0,4.56331
7.73237,-5.2,0.6,0.1,91.0,7.0,74.0,4.38577
6.79571,-4.0,3.7,-0.2,56.9,11.0,434.0,3.44042
6.06146,-4.7,4.8,-0.3,44.8,9.0,406.0,1.72277
7.6353,9.5,1.6,-5.4,226.6,11.0,529.0,4.29729
7.04925,2.3,3.1,0.7,225.0,22.0,120.0,3.35341
7.67879,4.1,4.4,0.5,297.1,10.0,473.0,4.3386
6.93925,4.2,5.5,-0.4,238.0,9.0,160.0,2.99072
6.3315,-5.1,1.6,1.0,251.6,8.0,468.0,4.237
8.26256,3.8,0.7,-0.4,161.0,8.0,191.0,4.5819
7.91498,-3.5,1.8,0.2,222.0,18.0,520.0,4.17285
6.39024,2.0,0.6,1.1,177.0,7.0,139.0,3.56105
6.34036,-4.1,2.9,-0.1,60.6,8.0,433.0,3.16548
7.91206,-5.2,4.5,-0.1,76.0,9.0,120.0,4.39198
7.96728,9.8,2.2,0.0,44.0,18.0,189.0,3.01062
7.83637,8.9,0.5,-0.6,296.0,15.0,184.0,4.40672
8.21203,2.9,2.2,-0.1,73.0,17.0,129.0,4.29729
5.44674,1.6,2.9,-0.1,220.9,5.0,545.0,2.64617
7.66763,0.6,5.8,0.0,42.1,14.0,480.0,3.84588
7.59337,-7.5,3.2,-0.2,59.7,11.0,435.0,4.62399
6.52649,-0.3,6.1,-0.2,68.9,6.0,429.0,3.68888
8.31899,1.6,2.7,-0.3,209.9,16.0,523.0,3.79098
7.32712,9.3,4.3,-0.2,214.1,21.0,582.0,3.96081
7.25276,1.1,1.4,1.2,78.9,21.0,530.0,4.51196
7.9848,-8.8,2.1,-0.2,48.0,15.0,88.0,3.82647
6.64509,-6.8,1.1,0.1,145.8,24.0,444.0,4.58802
7.05531,11.2,3.3,2.3,302.8,23.0,604.0,3.02529
7.80344,4.9,2.9,0.4,189.0,15.0,133.0,3.66356
7.61283,20.3,4.2,-3.9,278.9,10.0,607.0,3.48431
7.67555,6.8,9.9,-0.2,249.0,15.0,160.0,2.55723
8.19589,-4.2,0.8,0.4,247.2,16.0,445.0,4.83787
8.13124,4.1,6.5,0.0,58.1,9.0,576.0,4.30271
6.92756,1.8,4.2,0.3,207.0,23.0,130.0,3.25424
7.52348,3.4,6.0,0.2,191.0,14.0,482.0,3.85862
7.0076,-3.4,1.5,1.7,76.0,23.0,44.0,4.21656
8.19616,-4.1,0.4,0.4,270.5,17.0,401.0,4.08261
4.81218,-6.4,4.7,0.4,75.9,7.0,451.0,2.5337
7.61431,0.9,3.9,0.1,107.0,19.0,65.0,3.61092
7.94058,4.3,5.6,-0.9,64.0,12.0,174.0,3.45947
7.4378,2.1,1.6,1.0,205.0,20.0,178.0,3.23475
8.01334,1.2,2.3,0.1,245.0,17.0,168.0,3.84802
4.54329,6.5,3.7,0.0,80.0,4.0,185.0,3.23868
7.97488,-1.6,3.5,0.5,34.5,18.0,480.0,4.23555
7.23634,1.2,4.3,0.0,64.3,21.0,404.0,2.87356
8.25192,0.0,3.5,-0.2,77.0,8.0,157.0,4.41764
7.57147,8.4,1.8,-0.9,108.0,13.0,191.0,4.14155
6.74993,-2.8,2.0,-0.9,231.8,10.0,504.0,3.14845
4.56435,-3.9,1.4,-0.1,76.8,4.0,521.0,2.4248
6.95559,-7.5,1.3,2.3,236.0,20.0,86.0,4.02535
7.5974,0.3,0.8,1.7,113.3,22.0,483.0,4.21656
5.88888,9.0,1.0,0.2,151.6,2.0,601.0,3.46574
5.64191,4.6,2.5,0.7,229.0,2.0,125.0,2.83321
6.4151,3.6,4.0,0.0,68.2,24.0,573.0,2.44235
7.85941,1.3,2.2,0.2,227.0,7.0,141.0,4.16667
5.86363,-0.6,0.6,1.7,142.0,1.0,79.0,4.22244
7.82285,3.4,2.3,0.5,8.0,15.0,44.0,4.60717
5.50533,1.5,4.3,0.2,156.0,4.0,62.0,1.62924
8.19864,2.4,3.4,0.4,186.0,16.0,148.0,4.3
6.12249,4.5,2.9,0.6,196.0,1.0,125.0,2.73437
7.98071,-11.6,3.1,0.3,78.8,9.0,444.0,4.89933
7.9179,2.7,2.5,0.0,212.0,9.0,131.0,4.07414
7.71423,-2.1,3.2,-0.1,39.9,7.0,432.0,4.02356
7.95893,-1.7,3.7,0.0,40.8,15.0,431.0,4.25135
7.61628,5.1,2.9,1.1,192.0,20.0,192.0,3.65325
5.17615,-2.7,2.2,1.5,219.0,3.0,153.0,4.26549
7.29029,10.8,2.3,0.5,85.5,22.0,570.0,4.47506
7.82084,18.1,3.7,-2.1,244.0,16.0,568.0,3.16969
6.87316,5.6,7.0,0.6,191.0,21.0,125.0,2.80336
7.96207,7.3,2.8,0.7,317.0,16.0,35.0,3.69387
6.92166,6.4,0.5,-2.1,71.0,9.0,188.0,3.88568
7.6834,3.6,2.9,-0.3,74.0,10.0,187.0,4.35414
7.21008,-1.8,1.8,1.1,2.0,21.0,135.0,4.4128
4.84419,7.7,3.5,0.1,81.8,4.0,589.0,3.08649
8.19589,-3.2,2.0,3.0,211.7,17.0,400.0,4.37827
6.86485,0.8,1.5,-0.1,231.5,23.0,540.0,3.87536
7.79194,8.0,4.1,-0.2,207.6,13.0,585.0,4.05352
5.77144,-0.4,0.4,1.9,240.4,2.0,539.0,4.19117
8.21906,11.6,5.5,-2.5,231.4,8.0,586.0,3.10459
7.71244,-9.9,2.7,0.7,78.0,21.0,119.0,4.19117
7.86019,-4.9,2.6,-0.1,243.1,9.0,481.0,4.25561
6.8977,-1.4,4.8,-0.1,72.0,23.0,57.0,3.18221
7.18992,7.0,4.1,0.4,159.0,22.0,212.0,2.72785
7.79975,-0.8,0.8,1.1,80.0,18.0,113.0,4.28496
5.54126,-1.4,2.2,1.7,212.0,1.0,142.0,3.09558
7.94201,-4.2,1.3,-0.2,240.0,15.0,74.0,4.39198
5.20401,6.7,1.5,0.0,80.5,2.0,592.0,3.24649
7.42536,1.1,1.5,2.2,273.1,20.0,540.0,4.27528
6.64379,-5.7,1.9,-0.3,74.2,23.0,517.0,2.78501
7.83003,6.4,4.3,-0.1,30.4,13.0,397.0,3.79549
5.17615,-1.7,0.4,1.1,183.1,5.0,535.0,4.15261
6.53669,-0.8,2.0,0.8,70.6,24.0,514.0,4.07244
7.64588,5.0,1.5,-1.1,243.2,14.0,527.0,4.36055
7.61825,8.4,2.8,-1.1,133.1,13.0,581.0,3.07269
4.62497,-9.6,2.9,0.8,73.0,6.0,86.0,2.79728
7.46851,-3.5,0.7,0.2,165.1,20.0,520.0,3.59731
7.74803,-4.1,2.0,-0.1,85.0,15.0,99.0,4.55703
7.52726,-6.4,3.3,0.0,60.5,13.0,435.0,4.70863
7.88758,-5.0,4.7,-0.1,47.2,9.0,409.0,4.3108
6.80351,-9.3,3.6,0.3,73.0,8.0,83.0,3.59182
7.80098,8.5,4.5,-0.2,203.2,19.0,591.0,4.14472
7.96346,3.6,3.2,1.2,268.0,18.0,42.0,3.02042
6.91473,4.8,4.6,0.2,199.0,23.0,109.0,3.17388
7.80262,-4.6,5.7,-0.2,81.0,18.0,122.0,4.30676
7.51152,0.4,3.0,-0.8,89.8,11.0,398.0,3.81551
7.47022,10.8,2.6,-3.5,262.0,12.0,203.0,2.83908
5.273,-13.8,3.8,0.2,79.0,5.0,95.0,3.83945
8.14989,5.4,3.0,0.1,234.0,15.0,131.0,3.85651
6.61607,0.1,0.4,2.0,122.3,22.0,531.0,4.2485
6.47851,4.3,3.2,1.1,218.0,24.0,138.0,2.96527
7.5974,2.6,1.3,0.2,233.0,12.0,50.0,4.53045
7.17319,-6.0,5.6,-0.2,65.5,22.0,408.0,3.21487
4.91998,6.0,3.9,-0.1,72.0,2.0,576.0,3.12676
7.23129,8.0,3.8,1.7,207.9,22.0,583.0,3.50255
7.56631,-5.5,3.5,-0.1,65.1,12.0,436.0,4.51196
7.65728,2.5,2.5,-0.2,60.8,10.0,404.0,3.3673
6.65028,-3.7,0.5,1.2,325.6,24.0,445.0,4.42963
8.08887,15.1,1.9,-5.1,240.7,9.0,599.0,4.03954
5.93754,-7.8,0.9,1.0,111.7,6.0,447.0,4.1463
5.43372,7.0,4.7,0.0,27.5,2.0,593.0,1.97408
7.77317,2.2,3.7,-0.7,211.7,13.0,523.0,3.76584
6.39359,-5.8,1.2,1.3,73.7,24.0,480.0,4.01638
7.85516,6.5,5.2,-0.2,69.0,19.0,196.0,3.09104
7.33433,-14.7,0.8,0.0,212.0,17.0,457.0,4.07073
7.64826,4.8,4.4,-0.6,229.0,13.0,141.0,3.94158
7.662,3.4,2.9,0.6,23.0,18.0,174.0,3.43076
7.72533,-2.3,4.1,-0.1,61.9,19.0,417.0,3.627
7.46107,-2.8,1.4,-0.1,243.0,20.0,102.0,3.87743
6.2106,5.9,3.3,1.8,248.0,24.0,41.0,3.05871
7.61481,6.9,2.7,0.1,178.0,19.0,190.0,3.91202
5.43808,-0.9,1.6,4.3,96.0,6.0,49.0,3.96651
7.43248,-10.3,4.1,-0.2,61.6,12.0,459.0,4.28496
5.20949,-12.9,1.1,1.6,219.5,3.0,489.0,4.17746
6.75809,-4.7,1.6,0.7,262.9,9.0,468.0,4.26549
6.58203,2.2,1.8,0.1,64.2,6.0,549.0,4.01096
5.82305,4.6,4.3,0.3,203.0,1.0,127.0,3.15274
8.12415,5.2,2.8,0.3,209.0,8.0,33.0,4.1957
4.7362,2.9,2.4,0.6,80.0,3.0,200.0,3.5293
7.89283,-3.8,3.0,0.0,75.3,15.0,423.0,4.38701
7.99564,12.2,5.4,-1.4,234.0,17.0,203.0,2.93386
4.92725,4.4,2.2,0.2,82.0,2.0,170.0,3.26576
5.15329,3.1,1.5,0.0,179.0,3.0,202.0,2.83321
7.78239,4.8,6.5,-1.1,41.1,10.0,556.0,4.13357
7.70841,2.1,3.1,0.0,79.0,10.0,64.0,3.80444
8.23854,-1.7,5.4,-0.1,58.2,17.0,417.0,4.1239
7.82844,3.6,0.8,1.5,87.7,19.0,529.0,4.75359
7.68386,0.6,4.7,-1.2,58.2,10.0,417.0,4.40305
7.70075,11.5,7.3,-2.1,216.0,14.0,210.0,2.71469
5.2575,4.0,8.3,0.3,218.0,5.0,46.0,2.8792
7.97728,4.9,2.8,0.3,194.0,17.0,126.0,3.3499
5.42935,-7.7,2.5,0.9,352.0,2.0,81.0,4.12713
7.27586,-7.2,1.3,1.0,85.0,21.0,143.0,4.49647
7.5761,-5.5,5.0,-0.1,82.0,17.0,118.0,3.84802
7.82164,16.1,3.1,-1.5,259.3,17.0,563.0,3.42426
8.17611,-2.0,3.0,1.3,222.5,17.0,509.0,4.07244
8.14148,-2.8,4.0,-0.3,79.0,8.0,149.0,4.33336
7.53636,-2.2,1.7,-0.7,250.0,13.0,137.0,4.26127
8.16934,-1.5,1.9,3.2,83.0,8.0,78.0,5.23644
8.08672,-13.6,3.1,0.0,77.0,8.0,96.0,4.07414
7.06647,0.2,3.0,1.0,90.0,21.0,174.0,4.20469
7.71065,15.8,3.7,-0.3,136.4,16.0,595.0,3.54385
5.61313,-4.4,2.9,0.3,74.0,1.0,101.0,3.81331
8.05261,8.0,6.8,-1.2,280.1,16.0,546.0,3.17388
7.46566,6.4,9.6,0.6,264.3,13.0,471.0,4.22244
7.78738,7.5,8.1,-0.5,220.0,15.0,156.0,3.87743
7.96555,1.1,3.9,0.0,78.0,9.0,59.0,4.00186
5.99645,8.6,2.6,0.0,82.0,5.0,600.0,3.2308
8.27053,-5.1,1.4,-0.7,248.3,16.0,516.0,4.09268
4.90527,-8.9,3.9,0.4,78.1,4.0,450.0,3.13549
5.97635,-9.7,0.8,0.0,67.7,1.0,438.0,4.20767
7.64826,-4.1,2.9,-0.4,85.3,14.0,519.0,4.237
7.02554,-1.6,2.9,0.0,222.2,22.0,509.0,3.31419
7.62071,-0.8,4.7,-0.1,61.4,12.0,417.0,4.18662
5.69373,2.0,1.2,0.4,76.0,1.0,141.0,3.81331
7.74414,-1.3,4.2,-0.2,59.0,15.0,149.0,4.14472
6.40688,-4.1,2.1,-0.1,146.8,24.0,520.0,2.87356
7.8808,-6.9,2.2,1.0,158.0,7.0,148.0,5.02651
5.11199,-4.4,4.2,-0.1,55.0,4.0,119.0,1.70475
7.17855,4.9,5.0,-0.6,76.2,9.0,573.0,2.8792
5.09987,5.8,3.0,0.0,78.0,3.0,184.0,3.72086
4.45435,-2.8,5.3,0.4,67.0,3.0,508.0,3.36038
7.6516,7.2,1.5,-0.4,248.0,16.0,531.0,3.8111
5.75257,-7.4,0.9,2.1,293.0,11.0,93.0,3.91602
6.54965,-9.2,4.2,-0.2,78.8,6.0,408.0,3.72569
7.26543,-1.7,1.3,1.4,114.0,21.0,50.0,5.13049
8.19699,-10.6,3.4,0.3,81.1,17.0,438.0,4.90602
5.07517,-4.8,0.6,0.1,103.7,2.0,520.0,3.72569
8.03948,4.9,5.1,-0.7,338.0,9.0,172.0,3.35341
8.1371,6.4,2.2,-2.6,246.6,9.0,575.0,4.31348
6.85435,1.2,5.0,0.0,65.9,23.0,404.0,2.41591
7.51915,3.0,3.4,0.6,44.1,20.0,528.0,4.50424
4.5326,-6.5,2.7,0.0,77.5,6.0,451.0,2.36085
4.85981,-6.3,3.1,0.6,73.0,2.0,143.0,3.48431
7.55538,-4.2,5.3,0.0,59.0,15.0,426.0,4.08429
6.31355,-13.5,0.9,3.0,82.5,24.0,465.0,5.37389
6.31536,-10.4,2.5,-0.2,62.3,6.0,460.0,4.16044
7.52618,-5.5,3.0,1.6,75.0,21.0,98.0,3.88156
7.74803,6.1,6.0,0.1,180.0,15.0,128.0,4.08092
6.93049,2.6,2.3,0.6,193.0,23.0,163.0,3.23868
4.76217,1.7,0.3,1.3,112.5,3.0,563.0,4.17131
7.70481,-0.2,0.6,1.4,220.0,12.0,79.0,5.58237
5.68698,11.0,1.2,-4.1,286.6,7.0,594.0,2.4248
7.63916,-10.2,4.2,-0.2,58.6,15.0,459.0,4.3108
7.67508,3.2,1.7,1.1,249.0,14.0,52.0,4.32678
5.3033,-0.6,2.8,0.0,76.0,5.0,56.0,2.5096
7.15696,3.3,1.7,0.5,90.0,22.0,191.0,4.38203
7.98582,-2.3,4.2,-0.1,77.0,18.0,399.0,3.71601
7.97384,7.4,1.7,-0.2,165.0,9.0,208.0,4.2032
7.74544,2.2,6.7,0.3,56.6,10.0,470.0,4.31749
5.50939,-1.4,5.4,0.5,88.0,2.0,167.0,3.30689
5.70044,2.7,1.2,1.7,185.0,1.0,180.0,4.01818
5.6204,6.2,3.5,0.0,70.9,5.0,582.0,3.27714
7.02909,4.5,2.8,0.2,75.5,21.0,573.0,3.27336
7.93057,-8.2,2.6,0.4,50.4,18.0,407.0,3.92197
7.59488,4.9,2.9,-0.1,77.0,11.0,170.0,4.06044
7.23346,-2.2,6.1,-0.2,62.9,21.0,418.0,2.99573
7.60639,5.5,5.4,-0.6,54.9,11.0,528.0,4.07923
7.85671,6.3,3.5,-0.1,77.0,7.0,185.0,4.17285
7.59085,7.5,6.1,-0.5,238.0,14.0,162.0,4.09101
4.86753,2.1,3.0,0.6,217.0,2.0,177.0,2.77882
8.20303,3.5,3.3,-0.2,51.9,16.0,576.0,4.2485
5.90808,-8.1,3.8,-0.1,48.5,1.0,456.0,2.59525
5.40268,1.3,0.9,0.7,68.4,5.0,581.0,3.13549
6.55393,3.7,2.8,1.1,241.0,23.0,132.0,3.06805
8.00001,4.3,4.6,-0.2,215.0,17.0,176.0,4.10594
7.42476,-3.2,4.9,-0.4,78.9,12.0,399.0,3.2068
7.44366,-4.5,5.1,-0.2,47.9,13.0,409.0,4.10099
7.58426,10.5,2.1,0.5,214.5,20.0,598.0,3.69883
7.7878,0.0,2.7,-0.1,82.0,18.0,70.0,3.28466
7.99934,4.8,2.6,0.3,194.0,16.0,126.0,3.7495
7.08841,0.7,1.1,0.5,295.0,22.0,114.0,3.81551
7.12125,5.7,1.5,1.0,65.4,23.0,593.0,3.97218
8.05769,2.3,1.3,0.5,152.0,9.0,36.0,4.92435
7.76853,21.1,4.5,-3.6,285.1,11.0,607.0,2.89037
7.04141,-0.7,2.7,1.2,73.0,22.0,72.0,3.79549
5.96871,11.1,2.0,0.2,153.2,3.0,602.0,2.5416
6.81892,7.2,3.8,0.0,58.5,9.0,578.0,2.4248
8.18228,4.1,2.1,0.3,177.0,8.0,127.0,4.32546
7.21671,-0.8,3.5,0.3,56.1,23.0,420.0,3.32504
7.78489,0.7,2.1,0.6,219.9,7.0,551.0,3.97406
4.67283,-14.3,0.5,2.3,257.4,4.0,466.0,5.32933
4.31749,1.7,2.3,0.0,75.0,3.0,64.0,1.74047
8.16138,-2.2,1.7,1.1,69.0,8.0,73.0,4.50092
8.22604,-5.6,2.5,0.0,87.0,17.0,68.0,4.3412
7.80221,2.5,5.0,0.1,135.0,7.0,128.0,3.79098
7.17089,-5.3,2.6,0.1,69.4,22.0,442.0,3.83945
7.88833,3.8,1.1,2.2,34.9,19.0,532.0,4.50314
7.65776,3.0,1.9,2.0,265.0,19.0,540.0,4.36691
7.40428,-1.9,3.4,-0.1,43.1,21.0,431.0,3.7013
7.6857,1.8,1.8,-1.1,269.0,10.0,138.0,4.75875
8.08364,-7.0,1.4,-0.1,242.3,15.0,467.0,4.56954
6.16331,-3.7,3.9,0.3,30.9,1.0,406.0,1.22378
7.57302,-4.6,0.8,1.3,87.2,14.0,464.0,6.39509
7.02376,-13.6,2.9,0.1,82.1,22.0,488.0,4.24133
7.97281,6.3,4.2,-0.6,81.0,9.0,194.0,4.57883
5.81413,-9.1,2.1,0.6,79.0,3.0,83.0,3.93769
6.608,7.2,0.6,1.3,191.4,24.0,598.0,3.92986
7.35628,4.4,2.4,0.3,76.6,20.0,573.0,3.33577
7.30586,15.4,1.6,-2.2,279.2,14.0,565.0,2.95491
5.11199,0.7,1.1,1.6,48.0,4.0,161.0,3.55535
5.56834,4.8,1.6,0.6,220.0,2.0,204.0,2.69463
6.56386,-1.2,2.1,1.9,192.9,6.0,446.0,4.32678
7.84189,0.4,2.9,1.9,279.0,18.0,43.0,4.88129
7.67555,-3.1,1.3,0.3,82.1,14.0,423.0,4.56539
8.31066,11.3,3.4,0.0,200.3,8.0,603.0,4.20916
5.52545,-5.8,5.0,-0.2,70.0,7.0,441.0,3.21888
5.54908,5.5,2.0,-0.1,75.1,2.0,582.0,2.65324
8.06401,3.6,2.3,-0.3,9.4,9.0,549.0,4.34251
5.09987,6.7,4.3,0.6,183.8,2.0,590.0,3.64545
5.49306,7.1,5.4,1.5,255.0,6.0,42.0,1.54756
7.7411,-5.7,2.7,-0.5,85.4,10.0,401.0,4.18205
8.3464,20.8,2.4,-2.4,230.0,16.0,605.0,4.14946
7.91206,1.2,3.3,0.7,219.0,19.0,537.0,3.80444
7.60937,-0.1,3.9,-0.2,74.3,10.0,430.0,4.07923
6.76734,-6.8,3.3,0.0,76.3,24.0,450.0,3.14845
7.61727,-4.2,3.7,-0.1,217.8,10.0,481.0,4.24276
5.80212,2.2,1.0,1.3,299.0,6.0,140.0,2.61007
4.55388,2.5,3.9,0.1,195.5,3.0,548.0,3.19458
7.57763,-0.2,2.8,-0.1,85.0,16.0,111.0,3.81331
8.06746,19.6,2.6,-2.8,244.4,14.0,605.0,3.77046
5.66643,1.3,2.1,1.8,226.8,6.0,546.0,2.76632
5.49717,4.2,4.4,1.5,254.0,5.0,80.0,3.21084
